City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,sao vicente,-23.9631,-46.3919,27.21,26,0,1.03,BR,1740624940
362,plettenberg bay,-34.0527,23.3716,18.65,88,0,1.82,ZA,1740624941
363,porto novo,6.4965,2.6036,26.38,84,100,1.99,BJ,1740624942
364,jeju city,33.5097,126.5219,10.96,58,100,2.57,KR,1740624943
365,mitchell,43.7094,-98.0298,5.99,55,0,5.66,US,1740624781
366,beyneu,45.3167,55.2,-8.84,89,38,2.79,KZ,1740624945
367,tibanbang,6.6315,126.1055,26.24,83,99,2.59,PH,1740624946
368,lobito,-12.3481,13.5456,24.93,83,99,2.24,AO,1740624947
369,coari,-4.085,-63.1414,23.28,97,96,1.45,BR,1740624659
370,fuerte olimpo,-21.0415,-57.8738,22.94,97,99,2.68,PY,1740624949
371,greenville,35.6127,-77.3663,15.64,69,0,2.57,US,1740624920
372,humberto de campos,-2.5983,-43.4611,23.41,98,100,1.09,BR,1740624951
373,daru,-9.0763,143.2092,28.27,76,100,1.92,PG,1740624952
374,red hill,33.9996,-79.2581,15.05,70,0,3.24,US,1740624953
375,winkler,49.1817,-97.941,3.12,75,95,7.2,CA,1740624929
376,rikaze,29.25,88.8833,2.0,34,8,0.7,CN,1740624955
377,bonthe,7.5264,-12.505,23.09,90,4,1.56,SL,1740624956
378,zhuanghe,39.7008,122.9911,6.26,62,2,2.85,CN,1740624711
379,copala,16.65,-98.9833,25.08,81,0,3.41,MX,1740624958
380,baiquan,47.5833,126.0833,-4.61,85,100,5.7,CN,1740624959
381,hithadhoo,-0.6,73.0833,28.14,70,56,2.84,MV,1740624960
382,kataba,8.4604,-0.7732,28.0,17,20,2.14,GH,1740624961
383,gadzhiyevo,69.2551,33.3362,0.92,99,100,3.8,RU,1740624963
384,shingu,33.7333,135.9833,14.1,37,2,2.71,JP,1740624964
385,vila velha,-20.3297,-40.2925,25.97,89,40,1.03,BR,1740624718
386,mossel bay,-34.1831,22.146,17.96,89,46,3.93,ZA,1740624966
387,crixas,-14.5489,-49.9692,21.4,90,100,1.08,BR,1740624967
388,conduaga,8.862,117.4893,30.39,60,27,2.01,PH,1740624968
389,malumfashi,11.7853,7.6218,18.96,22,87,4.07,NG,1740624969
390,sumenep,-7.0167,113.8667,29.16,69,41,1.16,ID,1740624970
391,nilgiri,21.4581,86.7669,25.86,40,0,0.09,IN,1740624971
392,kayar,14.9192,-17.1211,20.53,26,0,5.44,SN,1740624972
393,yuanping,38.7153,112.7575,7.27,21,0,1.17,CN,1740624817
394,walvis bay,-22.9575,14.5053,19.53,82,75,1.03,NA,1740624974
395,regina,50.4501,-104.6178,1.06,83,40,7.2,CA,1740624594
396,horta,38.5333,-28.6333,12.23,67,100,2.24,PT,1740624976
397,auki,-8.7676,160.7034,28.35,84,100,2.32,SB,1740624977
398,mekhe,15.1097,-16.6218,18.83,16,0,5.0,SN,1740624978
399,santiago de cao,-7.9589,-79.2392,23.07,88,75,3.6,PE,1740624979
400,pyay,18.8167,95.2167,30.82,27,0,3.32,MM,1740624980
401,usinsk,65.9939,57.5281,-3.25,96,100,4.79,RU,1740624981
402,natal,-5.795,-35.2094,27.12,83,20,3.09,BR,1740624831
403,plastun,44.7561,136.2939,1.24,36,26,2.53,RU,1740624983
404,zhaqsy,51.9083,67.3133,-17.54,93,5,4.32,KZ,1740624984
405,hue,16.4667,107.6,20.06,88,75,3.09,VN,1740624921
406,sevastopol,44.6,33.5333,1.42,70,11,4.15,UA,1740624986
407,basco,20.4487,121.9702,22.96,68,100,6.81,PH,1740624987
408,tarancon,40.0085,-3.0073,6.05,53,100,2.0,ES,1740624988
409,sinop,41.7711,34.8709,-3.34,88,45,2.92,TR,1740624989
410,mizhou,35.9947,119.3975,11.54,45,100,4.7,CN,1740624990
411,olinda,-8.0089,-34.8553,27.85,78,75,6.69,BR,1740624987
412,nizhniy ingash,56.2,96.53,-19.62,86,22,1.93,RU,1740624992
413,crane,31.3974,-102.3501,17.06,42,99,10.46,US,1740624993
414,sinsheim,49.2529,8.8787,3.7,89,100,2.29,DE,1740624994
415,maintirano,-18.0667,44.0167,27.17,81,100,8.86,MG,1740624995
416,nizhnesortymskiy,62.4397,71.7603,-23.98,85,99,4.01,RU,1740624996
417,rio grande,-32.035,-52.0986,24.39,89,58,1.49,BR,1740624744
418,kenai,60.5544,-151.2583,3.03,52,75,3.09,US,1740624998
419,mangrol,21.1167,70.1167,24.59,50,57,3.17,IN,1740625000
420,tambopata,-12.7333,-69.1833,23.53,98,100,1.17,PE,1740625001
421,burela de cabo,43.65,-7.4,7.29,83,100,2.21,ES,1740625002
422,minas de marcona,-15.2119,-75.1103,19.82,72,96,3.0,PE,1740625003
423,leava,-14.3,-178.1667,28.16,76,75,3.53,WF,1740625004
424,boumagueur,35.5052,5.5525,7.29,49,69,1.85,DZ,1740625005
425,alenquer,-1.9417,-54.7383,23.61,87,38,1.65,BR,1740625006
426,fuyu,45.1833,124.8167,1.3,59,2,7.45,CN,1740624789
427,arkalyk,50.2486,66.9114,-14.31,100,100,2.63,KZ,1740625008
428,sampit,-2.5333,112.95,28.55,71,92,1.16,ID,1740624791
429,stornoway,58.2093,-6.3865,1.16,90,15,1.03,GB,1740625010
430,kursk,51.7303,36.1939,-17.89,85,40,1.0,RU,1740624937
431,shatrovo,56.5167,64.6333,-9.08,96,100,1.39,RU,1740625013
432,qamdo,31.1667,97.2333,-2.1,29,95,1.75,CN,1740625014
433,motygino,58.1831,94.7592,-23.54,85,5,0.76,RU,1740625015
434,luena,-11.7833,19.9167,15.84,97,97,1.87,AO,1740625016
435,hasaki,35.7333,140.8333,10.92,49,4,3.86,JP,1740625017
436,shenkursk,62.1091,42.896,-10.17,98,72,1.85,RU,1740625018
437,san miguel el alto,21.0167,-102.35,18.54,33,6,3.86,MX,1740625019
438,bouar,5.934,15.596,20.77,57,100,1.07,CF,1740625020
439,nizhneangarsk,55.7833,109.55,-12.12,57,32,5.71,RU,1740625021
440,vila franca do campo,37.7167,-25.4333,13.23,70,77,5.24,PT,1740625022
441,brookings,44.3114,-96.7984,3.95,88,34,4.17,US,1740625023
442,burley,42.5357,-113.7928,3.98,65,0,3.09,US,1740625025
443,floro,61.5996,5.0328,2.98,93,75,6.17,NO,1740625026
444,nizhnyaya poyma,56.1622,97.1933,-20.18,83,43,1.83,RU,1740625027
445,cavan,53.9908,-7.3606,0.69,92,7,1.66,IE,1740625028
446,bonga,7.2833,36.2333,16.28,59,38,0.79,ET,1740625030
447,antonio enes,-16.2325,39.9086,24.92,90,100,3.2,MZ,1740625031
448,swakopmund,-22.6833,14.5333,17.37,92,96,1.08,NA,1740625032
449,lautoka,-17.6167,177.4667,31.92,66,40,5.14,FJ,1740624828
450,raduzhny,62.0961,77.475,-29.69,93,17,2.54,RU,1740625034
451,alaghsas,17.0187,8.0168,16.28,20,0,3.62,NE,1740625035
452,luderitz,-26.6481,15.1594,15.96,96,7,4.89,NA,1740625036
453,tocache,-8.1842,-76.5125,21.63,98,100,0.78,PE,1740625037
454,oranjemund,-28.55,16.4333,18.53,84,99,1.84,NA,1740624912
455,bosaso,11.2842,49.1816,23.98,62,4,2.77,SO,1740625039
456,bela,25.9333,81.9833,23.22,27,1,3.26,IN,1740625040
457,ormara,25.2088,64.6357,22.96,86,100,3.37,PK,1740625041
458,alamos,27.0167,-108.9333,19.85,28,100,0.34,MX,1740625042
459,vrangel',42.7297,133.0839,1.12,64,2,3.74,RU,1740625043
460,serdar,38.9764,56.2757,0.48,82,100,2.34,TM,1740625044
461,bighapur khurd,26.35,80.6833,23.61,29,10,2.36,IN,1740625045
462,fairwood,47.4484,-122.1573,10.23,78,94,2.06,US,1740625046
463,sisimiut,66.9395,-53.6735,-12.81,93,100,7.6,GL,1740625047
464,vac,47.7759,19.1361,5.37,90,100,1.1,HU,1740625048
465,orapa,-21.2833,25.3667,22.17,78,77,4.21,BW,1740625049
466,kirensk,57.7853,108.1119,-25.14,86,95,3.36,RU,1740624822
467,malango,-2.9627,119.9001,23.22,83,100,0.78,ID,1740625051
468,gundlupet,11.8,76.6833,21.96,50,56,2.88,IN,1740625052
469,nanzhang chengguanzhen,31.7839,111.8275,13.66,56,29,2.17,CN,1740625053
470,kuching,1.55,110.3333,30.55,80,40,1.54,MY,1740625054
471,fale old settlement,-9.3852,-171.2468,28.35,71,59,5.45,TK,1740625055
472,xinhui,22.456,113.0482,22.69,57,49,3.41,CN,1740625027
473,chortkiv,49.0171,25.798,-0.43,84,100,3.0,UA,1740625057
474,angermunde,53.015,13.9992,4.25,95,74,2.14,DE,1740625058
475,cerritos,33.8583,-118.0648,22.93,64,0,2.06,US,1740625059
476,mata-utu,-13.2816,-176.1745,28.46,73,25,3.32,WF,1740625060
477,kaa-khem,51.6833,94.7333,-15.22,84,60,0.64,RU,1740624811
478,richards bay,-28.783,32.0377,20.34,85,51,2.48,ZA,1740625063
479,bull savanna,17.8868,-77.5902,23.31,85,19,3.27,JM,1740625064
480,puerto armuelles,8.2833,-82.8667,28.38,63,100,2.24,PA,1740625065
481,i-n-salah,27.1935,2.4607,14.1,28,0,4.45,DZ,1740625067
482,mitu,1.1983,-70.1733,20.91,93,88,0.69,CO,1740625068
483,gaspe,48.8334,-64.4819,-3.88,63,20,7.2,CA,1740625069
484,uliastay,47.7417,96.8444,-10.43,64,2,2.21,MN,1740625070
485,alice springs,-23.7,133.8833,37.75,12,2,5.66,AU,1740624920
486,sao joao dos patos,-6.495,-43.7022,24.2,77,86,0.2,BR,1740624793
487,mount gambier,-37.8333,140.7667,27.66,25,97,2.99,AU,1740625075
488,constitucion,-35.3333,-72.4167,13.81,82,0,4.72,CL,1740625076
489,revda,56.801,59.9303,-9.36,99,100,1.13,RU,1740625077
490,saint-pierre,-21.3393,55.4781,27.82,69,0,2.06,RE,1740625078
491,yeniseysk,58.4497,92.1703,-27.27,95,24,0.57,RU,1740625079
492,tan-tan,28.438,-11.1032,13.97,95,56,4.19,MA,1740625080
493,kelme,55.6339,22.9342,1.61,94,100,2.76,LT,1740625081
494,imbituba,-28.24,-48.6703,22.75,92,60,3.17,BR,1740625082
495,chittarkonda,18.1167,82.0833,24.36,49,1,1.28,IN,1740625083
496,green river,41.5286,-109.4662,0.55,57,1,0.89,US,1740625084
497,kisumu,-0.1022,34.7617,18.8,45,5,3.39,KE,1740625085
498,santyoku,37.4406,129.1708,11.29,31,26,1.19,KR,1740625086
499,makokou,0.5738,12.8642,21.63,96,97,0.47,GA,1740625087
500,charthawal,29.55,77.5833,22.61,41,100,1.79,IN,1740625088
501,inhambane,-23.865,35.3833,25.78,83,99,8.85,MZ,1740625089
502,gagliano del capo,39.8442,18.3695,13.68,94,100,6.69,IT,1740625090
503,barra de santo antonio,-9.4047,-35.5072,26.29,80,13,4.19,BR,1740625092
504,bachajon,17.0385,-92.1891,17.7,97,4,1.24,MX,1740625094
505,cabedelo,-6.9811,-34.8339,26.37,81,100,5.36,BR,1740625095
506,el abiodh sidi cheikh,32.893,0.5484,8.73,53,1,1.05,DZ,1740625096
507,ingeniero jacobacci,-41.3427,-69.5448,17.84,50,100,4.27,AR,1740625098
508,al ain city,24.1917,55.7606,15.79,67,0,2.57,AE,1740625056
509,manapparai,10.6,78.4167,25.05,65,80,3.26,IN,1740625100
510,murghob,38.1702,73.9667,-15.74,86,95,2.25,TJ,1740625102
511,aripuana,-9.1667,-60.6333,22.21,97,100,0.77,BR,1740625103
512,wuwei,37.9281,102.6414,6.23,19,1,1.79,CN,1740624812
513,songyuan,45.1171,124.8568,1.6,57,2,7.44,CN,1740625105
514,ghat,24.9647,10.1728,10.73,32,0,0.25,LY,1740625106
515,sao raimundo nonato,-9.0153,-42.6994,22.99,59,41,1.03,BR,1740625107
516,broken hill,-31.95,141.4333,34.28,13,2,1.96,AU,1740625108
517,stephenville,32.2207,-98.2023,19.07,54,0,7.2,US,1740625109
518,moussoro,13.6408,16.4901,23.19,19,89,4.56,TD,1740625111
519,buala,-8.145,159.5921,28.15,81,97,2.84,SB,1740625112
520,tukrah,32.5341,20.5791,11.51,75,100,4.96,LY,1740625113
521,tromso,69.6496,18.957,2.01,69,75,4.12,NO,1740624972
522,krasnoturansk,54.3186,91.5639,-7.98,88,100,1.56,RU,1740625115
523,yen vinh,18.6667,105.6667,20.22,83,100,0.62,VN,1740624837
524,itamaraca,-7.7478,-34.8256,26.58,78,81,4.22,BR,1740625117
525,ribeira brava,32.65,-17.0667,16.74,68,100,3.57,PT,1740625118
526,kozarska dubica,45.1767,16.8094,6.87,97,100,2.16,BA,1740625119
527,kavieng,-2.5744,150.7967,28.89,70,100,1.3,PG,1740625120
528,brezina,33.0989,1.2608,9.33,53,2,1.19,DZ,1740625121
529,nadym,65.5333,72.5167,-26.57,82,100,3.54,RU,1740625123
530,ilebo,-4.3167,20.5833,20.94,89,32,0.54,CD,1740625124
531,dakhla,23.6848,-15.958,15.83,87,0,6.92,EH,1740625125
532,remire-montjoly,4.9167,-52.2667,26.02,83,75,2.57,GF,1740625126
533,biloela,-24.4167,150.5,31.99,38,3,8.17,AU,1740625127
534,magong,23.5654,119.5863,17.29,85,95,6.25,TW,1740625128
535,miches,18.9836,-69.0476,23.39,88,46,1.53,DO,1740625129
536,baldoyle,53.3958,-6.1285,4.27,87,20,5.66,IE,1740625130
537,valera,9.3178,-70.6036,23.05,86,66,2.25,VE,1740625132
538,robbah,33.2797,6.9098,10.8,53,0,4.28,DZ,1740624843
539,shambu,9.5667,37.1,13.49,44,68,0.47,ET,1740625134
540,aioun,16.6614,-9.6149,17.52,19,0,4.63,MR,1740625135
541,vershino-darasunskiy,52.35,115.5167,-2.86,67,100,6.58,RU,1740625136
542,kokkola,63.8385,23.1307,0.09,97,0,4.12,FI,1740625137
543,jaisalmer,26.9147,70.9181,23.88,27,100,2.46,IN,1740625138
544,yeppoon,-23.1333,150.7333,26.7,74,31,10.63,AU,1740625139
545,san luis de la loma,17.2706,-100.8939,24.25,82,0,2.4,MX,1740625140
546,woolgoolga,-30.1106,153.2007,29.41,69,1,5.11,AU,1740625141
547,ikryanoye,46.0932,47.7308,-8.01,93,100,7.29,RU,1740625142
548,jawf al maqbabah,13.8378,45.8349,17.19,35,22,1.65,YE,1740625143
549,ternate,0.8,127.4,29.42,62,79,0.61,ID,1740625145
550,charters towers,-20.1,146.2667,31.5,43,16,6.2,AU,1740625146
551,kununurra,-15.7667,128.7333,35.99,44,8,2.57,AU,1740625148
552,bocas del toro,9.3333,-82.25,26.0,77,99,1.76,PA,1740625092
553,bodaybo,57.8506,114.1933,-16.62,76,100,4.73,RU,1740625150
554,rongelap,11.1635,166.8941,26.7,79,98,8.81,MH,1740625151
555,katsuura,35.1333,140.3,11.99,37,4,3.75,JP,1740625152
556,saldanha,-33.0117,17.9442,17.04,94,0,3.97,ZA,1740625154
557,baillif,16.0202,-61.7463,25.64,76,0,5.2,GP,1740625155
558,northam,51.0333,-4.2167,6.56,77,61,1.79,GB,1740625156
559,tafuna,-14.3358,-170.72,28.22,79,52,6.37,AS,1740625157
560,zaysan,47.4667,84.8667,-2.78,81,100,1.49,KZ,1740625158
561,flekkefjord,58.2971,6.6607,0.55,92,98,1.18,NO,1740625159
562,sinan,34.8262,126.1086,3.71,50,90,4.15,KR,1740625160
563,penistone,53.5257,-1.6303,3.71,85,99,2.24,GB,1740625161
564,betong,5.7743,101.0723,25.51,74,100,1.25,TH,1740625162
565,tres passos,-27.4556,-53.9319,21.44,91,92,2.33,BR,1740625163
566,fort bragg,35.139,-79.006,16.75,58,0,1.34,US,1740625164
567,lorengau,-2.0226,147.2712,28.75,76,85,4.19,PG,1740625165
568,muromtsevo,56.3724,75.2418,-10.97,97,100,1.87,RU,1740625166
569,roxboro,36.3937,-78.9828,9.95,65,0,0.0,US,1740625010
570,port saint john's,-31.6229,29.5448,20.66,86,33,3.52,ZA,1740625168
571,east ballina,-28.8667,153.5833,25.25,63,0,3.78,AU,1740625169
572,mpika,-11.8343,31.4529,16.84,96,100,2.24,ZM,1740625170
573,ust'-kulom,61.6864,53.6902,-2.36,93,100,0.7,RU,1740625171
574,guiuan,11.0333,125.7247,26.69,78,68,9.42,PH,1740625172
575,canatlan,24.5167,-104.7833,15.91,23,99,4.12,MX,1740625174
576,menongue,-14.6585,17.691,13.84,90,84,1.74,AO,1740625175
577,madera acres,37.0191,-120.0668,16.06,77,0,1.57,US,1740625176
578,taichung,24.1469,120.6839,18.95,78,100,3.09,TW,1740625177
579,colonia,50.9333,6.95,5.59,89,75,3.6,DE,1740625178
580,mormugao,15.4,73.8,24.59,53,26,2.06,IN,1740625179
581,talcahuano,-36.7167,-73.1167,15.82,77,0,6.17,CL,1740625180
582,les cayes,18.2,-73.75,24.44,83,2,2.03,HT,1740625182
583,nizhnevartovsk,60.9344,76.5531,-21.99,71,0,4.0,RU,1740625183
584,carutapera,-1.195,-46.02,23.92,95,100,2.09,BR,1740625184
585,muleshoe,34.2265,-102.7238,10.01,38,100,8.21,US,1740625185
586,mokhsogollokh,61.4681,128.9203,-8.83,91,100,3.79,RU,1740625186
587,tank,32.2217,70.3793,16.17,72,99,2.67,PK,1740625187
588,coahuayana de hidalgo,18.7,-103.6583,22.41,95,0,0.47,MX,1740625188
589,acarau,-2.8856,-40.12,25.51,85,11,2.66,BR,1740625190
